Expedicion,Andinista,Pais,Cumbre,Latitud,Longitud,Fecha
196,2,Francia,Volcán Licancabur,-22.8333333,-67.8833333,08/07/2013
196,3,Francia,Volcán Licancabur,-22.8333333,-67.8833333,08/07/2013
196,4,Inglaterra,Volcán Licancabur,-22.8333333,-67.8833333,08/07/2013
196,1,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,15/02/2013
196,2,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,15/02/2013
196,3,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,15/02/2013
196,4,Inglaterra,Nevado Ojos del Salado,-27.1091666,-68.5408333,15/02/2013
197,1,Austria,Cerro Soquete,-22.388333,-67.968507,03/03/2015
197,2,Austria,Cerro Soquete,-22.388333,-67.968507,03/03/2015
197,1,Austria,Volcán Lascar,-23.3630556,-67.7313889,04/12/2015
197,2,Austria,Volcán Lascar,-23.3630556,-67.7313889,04/12/2015
198,1,Polonia,Nevado Ojos del Salado,-27.1091666,-68.5408333,25/02/2015
199,1,Polonia,Nevado Ojos del Salado,-27.1091666,-68.5408333,20/03/2013
200,1,Francia,Nevado Tres Cruces,-27.0833333,-68.7666667,28/11/2013
200,1,Francia,Volcán San Francisco,-33.4943868,-70.5772164,25/11/2013
200,1,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,25/02/2013
201,1,Francia,Nevado Tres Cruces,-27.0833333,-68.7666667,16/01/2014
201,1,Francia,Volcán San Francisco,-33.4943868,-70.5772164,12/10/2014
201,1,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,04/02/2014
202,1,Austria,Cerro El Muerto,-27.0666667,-68.4833333,26/02/2015
202,1,Austria,Volcán San Francisco,-33.4943868,-70.5772164,23/03/2015
203,1,Austria,Volcán San Francisco,-33.4943868,-70.5772164,07/12/2014
204,1,Austria,Cerro El Muerto,-27.0666667,-68.4833333,08/07/2013
204,1,Austria,Volcán San Francisco,-33.4943868,-70.5772164,27/04/2013
205,1,Francia,Cerro Las Tórtolas,-34.6172666,-58.5591813,31/05/2014
205,2,Francia,Cerro Las Tórtolas,-34.6172666,-58.5591813,31/05/2014
206,1,USA,Nevado Ojos del Salado,-27.1091666,-68.5408333,02/12/2014
206,2,USA,Nevado Ojos del Salado,-27.1091666,-68.5408333,02/12/2014
207,1,Inglaterra,Torres del Paine: Torre Norte,-50.941552,-73.404732,13/04/2014
207,2,Inglaterra,Torres del Paine: Torre Norte,-50.941552,-73.404732,13/04/2014
207,3,Inglaterra,Torres del Paine: Torre Norte,-50.941552,-73.404732,13/04/2014
207,1,Inglaterra,Torres del Paine: Torre Central,-50.941552,-73.404732,29/09/2014
207,2,Inglaterra,Torres del Paine: Torre Central,-50.941552,-73.404732,29/09/2014
207,3,Inglaterra,Torres del Paine: Torre Central,-50.941552,-73.404732,29/09/2014
207,1,Inglaterra,Torres del Paine: Aleta de Tiburón,-50.941552,-73.404732,09/03/2014
207,2,Inglaterra,Torres del Paine: Aleta de Tiburón,-50.941552,-73.404732,09/03/2014
207,3,Inglaterra,Torres del Paine: Aleta de Tiburón,-50.941552,-73.404732,09/03/2014
208,1,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,16/01/2014
208,2,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,16/01/2014
208,3,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,16/01/2014
208,4,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,16/01/2014
208,5,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,16/01/2014
208,6,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,16/01/2014
208,7,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,16/01/2014
208,8,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,16/01/2014
209,1,Suiza,Volcán Parinacota,-18.1633405,-69.1426512,09/08/2013
210,1,Perú,Volcán Pomerape,-18.125833,-69.1275,24/01/2015
210,2,Francia,Volcán Pomerape,-18.125833,-69.1275,24/01/2015
210,1,Perú,Volcán Parinacota,-18.1633405,-69.1426512,10/10/2015
210,2,Francia,Volcán Parinacota,-18.1633405,-69.1426512,10/10/2015
211,1,Francia,Volcán Poruña,-22.4455281,-68.9064684,21/03/2014
211,2,Francia,Volcán Poruña,-22.4455281,-68.9064684,21/03/2014
211,3,Francia,Volcán Poruña,-22.4455281,-68.9064684,21/03/2014
211,4,Francia,Volcán Poruña,-22.4455281,-68.9064684,21/03/2014
211,5,Francia,Volcán Poruña,-22.4455281,-68.9064684,21/03/2014
211,6,Francia,Volcán Poruña,-22.4455281,-68.9064684,21/03/2014
211,7,Francia,Volcán Poruña,-22.4455281,-68.9064684,21/03/2014
211,1,Francia,Volcán Aucanquilcha,-21.22,-68.468333,24/04/2014
211,2,Francia,Volcán Aucanquilcha,-21.22,-68.468333,24/04/2014
211,3,Francia,Volcán Aucanquilcha,-21.22,-68.468333,24/04/2014
211,4,Francia,Volcán Aucanquilcha,-21.22,-68.468333,24/04/2014
211,5,Francia,Volcán Aucanquilcha,-21.22,-68.468333,24/04/2014
211,6,Francia,Volcán Aucanquilcha,-21.22,-68.468333,24/04/2014
211,7,Francia,Volcán Aucanquilcha,-21.22,-68.468333,24/04/2014
211,1,Francia,Volcán Lascar,-23.3630556,-67.7313889,23/03/2014
211,2,Francia,Volcán Lascar,-23.3630556,-67.7313889,23/03/2014
211,3,Francia,Volcán Lascar,-23.3630556,-67.7313889,23/03/2014
211,4,Francia,Volcán Lascar,-23.3630556,-67.7313889,23/03/2014
211,5,Francia,Volcán Lascar,-23.3630556,-67.7313889,23/03/2014
211,6,Francia,Volcán Lascar,-23.3630556,-67.7313889,23/03/2014
211,7,Francia,Volcán Lascar,-23.3630556,-67.7313889,23/03/2014
212,1,Alemania,Volcán Pili,-23.281547,-67.618051,24/07/2013
212,2,Alemania,Volcán Pili,-23.281547,-67.618051,24/07/2013
212,3,Alemania,Volcán Pili,-23.281547,-67.618051,24/07/2013
212,4,Alemania,Volcán Pili,-23.281547,-67.618051,24/07/2013
212,5,Alemania,Volcán Pili,-23.281547,-67.618051,24/07/2013
212,1,Alemania,Volcán Zapaleri,-22.813858,-67.180391,20/03/2013
212,2,Alemania,Volcán Zapaleri,-22.813858,-67.180391,20/03/2013
212,3,Alemania,Volcán Zapaleri,-22.813858,-67.180391,20/03/2013
212,4,Alemania,Volcán Zapaleri,-22.813858,-67.180391,20/03/2013
212,5,Alemania,Volcán Zapaleri,-22.813858,-67.180391,20/03/2013
212,1,Alemania,Volcán El Toco,-22.939412,-67.775574,29/03/2013
212,2,Alemania,Volcán El Toco,-22.939412,-67.775574,29/03/2013
212,3,Alemania,Volcán El Toco,-22.939412,-67.775574,29/03/2013
212,4,Alemania,Volcán El Toco,-22.939412,-67.775574,29/03/2013
212,5,Alemania,Volcán El Toco,-22.939412,-67.775574,29/03/2013
213,1,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,03/04/2013
213,2,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,03/04/2013
213,3,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,03/04/2013
213,4,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,03/04/2013
213,5,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,03/04/2013
213,6,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,03/04/2013
213,7,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,03/04/2013
214,1,España,Nevado Ojos del Salado,-27.1091666,-68.5408333,05/02/2015
214,1,España,Nevado Tres Cruces,-27.0833333,-68.7666667,03/09/2015
215,1,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,19/06/2013
216,1,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,15/02/2015
216,2,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,15/02/2015
216,3,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,15/02/2015
216,4,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,15/02/2015
216,5,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,15/02/2015
216,6,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,15/02/2015
216,7,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,15/02/2015
216,8,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,15/02/2015
217,1,Francia,Volcán Lascar,-23.3630556,-67.7313889,15/06/2014
217,2,Francia,Volcán Lascar,-23.3630556,-67.7313889,15/06/2014
217,3,Francia,Volcán Lascar,-23.3630556,-67.7313889,15/06/2014
217,4,Francia,Volcán Lascar,-23.3630556,-67.7313889,15/06/2014
217,5,Francia,Volcán Lascar,-23.3630556,-67.7313889,15/06/2014
217,6,Francia,Volcán Lascar,-23.3630556,-67.7313889,15/06/2014
217,7,Francia,Volcán Lascar,-23.3630556,-67.7313889,15/06/2014
217,8,Francia,Volcán Lascar,-23.3630556,-67.7313889,15/06/2014
217,9,Francia,Volcán Lascar,-23.3630556,-67.7313889,15/06/2014
217,10,Francia,Volcán Lascar,-23.3630556,-67.7313889,15/06/2014
217,11,Francia,Volcán Lascar,-23.3630556,-67.7313889,15/06/2014
217,12,Francia,Volcán Lascar,-23.3630556,-67.7313889,15/06/2014
217,13,Francia,Volcán Lascar,-23.3630556,-67.7313889,15/06/2014
217,1,Francia,Volcán Aucanquilcha,-21.22,-68.468333,14/09/2014
217,2,Francia,Volcán Aucanquilcha,-21.22,-68.468333,14/09/2014
217,3,Francia,Volcán Aucanquilcha,-21.22,-68.468333,14/09/2014
217,4,Francia,Volcán Aucanquilcha,-21.22,-68.468333,14/09/2014
217,5,Francia,Volcán Aucanquilcha,-21.22,-68.468333,14/09/2014
217,6,Francia,Volcán Aucanquilcha,-21.22,-68.468333,14/09/2014
217,7,Francia,Volcán Aucanquilcha,-21.22,-68.468333,14/09/2014
217,8,Francia,Volcán Aucanquilcha,-21.22,-68.468333,14/09/2014
217,9,Francia,Volcán Aucanquilcha,-21.22,-68.468333,14/09/2014
217,10,Francia,Volcán Aucanquilcha,-21.22,-68.468333,14/09/2014
217,11,Francia,Volcán Aucanquilcha,-21.22,-68.468333,14/09/2014
217,12,Francia,Volcán Aucanquilcha,-21.22,-68.468333,14/09/2014
217,13,Francia,Volcán Aucanquilcha,-21.22,-68.468333,14/09/2014
218,1,Alemania,Cerro Milagro,-35.3013889,-71.4422222,26/10/2015
218,2,Alemania,Cerro Milagro,-35.3013889,-71.4422222,26/10/2015
218,3,Alemania,Cerro Milagro,-35.3013889,-71.4422222,26/10/2015
218,4,Alemania,Cerro Milagro,-35.3013889,-71.4422222,26/10/2015
218,5,Alemania,Cerro Milagro,-35.3013889,-71.4422222,26/10/2015
218,6,Alemania,Cerro Milagro,-35.3013889,-71.4422222,26/10/2015
218,7,Alemania,Cerro Milagro,-35.3013889,-71.4422222,26/10/2015
218,8,Alemania,Cerro Milagro,-35.3013889,-71.4422222,26/10/2015
218,9,Austria,Cerro Milagro,-35.3013889,-71.4422222,26/10/2015
218,10,Austria,Cerro Milagro,-35.3013889,-71.4422222,26/10/2015
218,1,Alemania,Volcán Colorado,-22.5925,-67.9216667,02/03/2015
218,2,Alemania,Volcán Colorado,-22.5925,-67.9216667,02/03/2015
218,3,Alemania,Volcán Colorado,-22.5925,-67.9216667,02/03/2015
218,4,Alemania,Volcán Colorado,-22.5925,-67.9216667,02/03/2015
218,5,Alemania,Volcán Colorado,-22.5925,-67.9216667,02/03/2015
218,6,Alemania,Volcán Colorado,-22.5925,-67.9216667,02/03/2015
218,7,Alemania,Volcán Colorado,-22.5925,-67.9216667,02/03/2015
218,8,Alemania,Volcán Colorado,-22.5925,-67.9216667,02/03/2015
218,9,Austria,Volcán Colorado,-22.5925,-67.9216667,02/03/2015
218,10,Austria,Volcán Colorado,-22.5925,-67.9216667,02/03/2015
218,1,Alemania,Volcán El Toco,-22.939412,-67.775574,01/03/2015
218,2,Alemania,Volcán El Toco,-22.939412,-67.775574,01/03/2015
218,3,Alemania,Volcán El Toco,-22.939412,-67.775574,01/03/2015
218,4,Alemania,Volcán El Toco,-22.939412,-67.775574,01/03/2015
218,5,Alemania,Volcán El Toco,-22.939412,-67.775574,01/03/2015
218,6,Alemania,Volcán El Toco,-22.939412,-67.775574,01/03/2015
218,7,Alemania,Volcán El Toco,-22.939412,-67.775574,01/03/2015
218,8,Alemania,Volcán El Toco,-22.939412,-67.775574,01/03/2015
218,9,Austria,Volcán El Toco,-22.939412,-67.775574,01/03/2015
218,10,Austria,Volcán El Toco,-22.939412,-67.775574,01/03/2015
219,1,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,25/02/2015
219,2,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,25/02/2015
220,1,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,24/02/2014
220,2,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,24/02/2014
220,3,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,24/02/2014
221,1,Francia,Volcán Guallatiri,-18.4244444,-69.0902778,30/05/2014
221,2,Francia,Volcán Guallatiri,-18.4244444,-69.0902778,30/05/2014
221,3,Francia,Volcán Guallatiri,-18.4244444,-69.0902778,30/05/2014
221,4,Francia,Volcán Guallatiri,-18.4244444,-69.0902778,30/05/2014
221,5,Canadá,Volcán Guallatiri,-18.4244444,-69.0902778,30/05/2014
221,6,Canadá,Volcán Guallatiri,-18.4244444,-69.0902778,30/05/2014
221,1,Francia,Cerro Guane Guane,-18.149758,-69.271992,06/12/2014
221,2,Francia,Cerro Guane Guane,-18.149758,-69.271992,06/12/2014
221,3,Francia,Cerro Guane Guane,-18.149758,-69.271992,06/12/2014
221,4,Francia,Cerro Guane Guane,-18.149758,-69.271992,06/12/2014
221,5,Canadá,Cerro Guane Guane,-18.149758,-69.271992,06/12/2014
221,6,Canadá,Cerro Guane Guane,-18.149758,-69.271992,06/12/2014
222,1,Alemania,Cerro Milagro,-35.3013889,-71.4422222,14/02/2014
222,2,Alemania,Cerro Milagro,-35.3013889,-71.4422222,14/02/2014
222,3,Alemania,Cerro Milagro,-35.3013889,-71.4422222,14/02/2014
222,4,Alemania,Cerro Milagro,-35.3013889,-71.4422222,14/02/2014
222,5,Alemania,Cerro Milagro,-35.3013889,-71.4422222,14/02/2014
222,6,Alemania,Cerro Milagro,-35.3013889,-71.4422222,14/02/2014
222,7,Alemania,Cerro Milagro,-35.3013889,-71.4422222,14/02/2014
222,8,Alemania,Cerro Milagro,-35.3013889,-71.4422222,14/02/2014
222,9,Alemania,Cerro Milagro,-35.3013889,-71.4422222,14/02/2014
222,10,Suiza,Cerro Milagro,-35.3013889,-71.4422222,14/02/2014
222,1,Alemania,Volcán Colorado,-22.5925,-67.9216667,09/08/2014
222,2,Alemania,Volcán Colorado,-22.5925,-67.9216667,09/08/2014
222,3,Alemania,Volcán Colorado,-22.5925,-67.9216667,09/08/2014
222,4,Alemania,Volcán Colorado,-22.5925,-67.9216667,09/08/2014
222,5,Alemania,Volcán Colorado,-22.5925,-67.9216667,09/08/2014
222,6,Alemania,Volcán Colorado,-22.5925,-67.9216667,09/08/2014
222,7,Alemania,Volcán Colorado,-22.5925,-67.9216667,09/08/2014
222,8,Alemania,Volcán Colorado,-22.5925,-67.9216667,09/08/2014
222,9,Alemania,Volcán Colorado,-22.5925,-67.9216667,09/08/2014
222,10,Suiza,Volcán Colorado,-22.5925,-67.9216667,09/08/2014
222,1,Alemania,Volcán El Toco,-22.939412,-67.775574,13/11/2014
222,2,Alemania,Volcán El Toco,-22.939412,-67.775574,13/11/2014
222,3,Alemania,Volcán El Toco,-22.939412,-67.775574,13/11/2014
222,4,Alemania,Volcán El Toco,-22.939412,-67.775574,13/11/2014
222,5,Alemania,Volcán El Toco,-22.939412,-67.775574,13/11/2014
222,6,Alemania,Volcán El Toco,-22.939412,-67.775574,13/11/2014
222,7,Alemania,Volcán El Toco,-22.939412,-67.775574,13/11/2014
222,8,Alemania,Volcán El Toco,-22.939412,-67.775574,13/11/2014
222,9,Alemania,Volcán El Toco,-22.939412,-67.775574,13/11/2014
222,10,Suiza,Volcán El Toco,-22.939412,-67.775574,13/11/2014
223,1,Polonia,Volcán Guallatiri,-18.4244444,-69.0902778,29/03/2014
224,1,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,2,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,3,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,4,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,5,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,6,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,7,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,8,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,9,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,10,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,11,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,12,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,13,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,14,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,15,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,16,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,17,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,18,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,19,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,20,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,21,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,22,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,23,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,24,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,25,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,26,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,27,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,28,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,29,Inglaterra,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,30,Irlanda,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,31,Francia,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,32,República Checa,Volcán Tarapacá,-33.6665746,-70.7468838,31/03/2013
224,1,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,2,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,3,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,4,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,5,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,6,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,7,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,8,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,9,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,10,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,11,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,12,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,13,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,14,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,15,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,16,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,17,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,18,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,19,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,20,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,21,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,22,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,23,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,24,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,25,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,26,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,27,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,28,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,29,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,30,Irlanda,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,31,Francia,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
224,32,República Checa,Cerro Guane Guane,-18.149758,-69.271992,01/03/2013
225,1,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,26/11/2015
225,2,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,26/11/2015
225,3,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,26/11/2015
226,1,Alemania,Cerro Milagro,-35.3013889,-71.4422222,24/12/2014
226,2,Alemania,Cerro Milagro,-35.3013889,-71.4422222,24/12/2014
226,3,Alemania,Cerro Milagro,-35.3013889,-71.4422222,24/12/2014
226,4,Alemania,Cerro Milagro,-35.3013889,-71.4422222,24/12/2014
226,5,Alemania,Cerro Milagro,-35.3013889,-71.4422222,24/12/2014
226,6,Alemania,Cerro Milagro,-35.3013889,-71.4422222,24/12/2014
226,7,Alemania,Cerro Milagro,-35.3013889,-71.4422222,24/12/2014
226,8,Alemania,Cerro Milagro,-35.3013889,-71.4422222,24/12/2014
226,9,Alemania,Cerro Milagro,-35.3013889,-71.4422222,24/12/2014
226,10,Rusia,Cerro Milagro,-35.3013889,-71.4422222,24/12/2014
226,11,Austria,Cerro Milagro,-35.3013889,-71.4422222,24/12/2014
226,1,Alemania,Volcán Colorado,-22.5925,-67.9216667,07/02/2014
226,2,Alemania,Volcán Colorado,-22.5925,-67.9216667,07/02/2014
226,3,Alemania,Volcán Colorado,-22.5925,-67.9216667,07/02/2014
226,4,Alemania,Volcán Colorado,-22.5925,-67.9216667,07/02/2014
226,5,Alemania,Volcán Colorado,-22.5925,-67.9216667,07/02/2014
226,6,Alemania,Volcán Colorado,-22.5925,-67.9216667,07/02/2014
226,7,Alemania,Volcán Colorado,-22.5925,-67.9216667,07/02/2014
226,8,Alemania,Volcán Colorado,-22.5925,-67.9216667,07/02/2014
226,9,Alemania,Volcán Colorado,-22.5925,-67.9216667,07/02/2014
226,10,Rusia,Volcán Colorado,-22.5925,-67.9216667,07/02/2014
226,11,Austria,Volcán Colorado,-22.5925,-67.9216667,07/02/2014
226,1,Alemania,Volcán El Toco,-22.939412,-67.775574,12/06/2014
226,2,Alemania,Volcán El Toco,-22.939412,-67.775574,12/06/2014
226,3,Alemania,Volcán El Toco,-22.939412,-67.775574,12/06/2014
226,4,Alemania,Volcán El Toco,-22.939412,-67.775574,12/06/2014
226,5,Alemania,Volcán El Toco,-22.939412,-67.775574,12/06/2014
226,6,Alemania,Volcán El Toco,-22.939412,-67.775574,12/06/2014
226,7,Alemania,Volcán El Toco,-22.939412,-67.775574,12/06/2014
226,8,Alemania,Volcán El Toco,-22.939412,-67.775574,12/06/2014
226,9,Alemania,Volcán El Toco,-22.939412,-67.775574,12/06/2014
226,10,Rusia,Volcán El Toco,-22.939412,-67.775574,12/06/2014
226,11,Austria,Volcán El Toco,-22.939412,-67.775574,12/06/2014
227,1,Alemania,Cerro Guane Guane,-18.149758,-69.271992,21/05/2015
227,2,Alemania,Cerro Guane Guane,-18.149758,-69.271992,21/05/2015
227,3,Alemania,Cerro Guane Guane,-18.149758,-69.271992,21/05/2015
227,4,Alemania,Cerro Guane Guane,-18.149758,-69.271992,21/05/2015
227,5,Alemania,Cerro Guane Guane,-18.149758,-69.271992,21/05/2015
227,6,Alemania,Cerro Guane Guane,-18.149758,-69.271992,21/05/2015
227,1,Alemania,Cerro Chihuana,-14.2644444,-71.3238889,18/06/2015
227,2,Alemania,Cerro Chihuana,-14.2644444,-71.3238889,18/06/2015
227,3,Alemania,Cerro Chihuana,-14.2644444,-71.3238889,18/06/2015
227,4,Alemania,Cerro Chihuana,-14.2644444,-71.3238889,18/06/2015
227,5,Alemania,Cerro Chihuana,-14.2644444,-71.3238889,18/06/2015
227,6,Alemania,Cerro Chihuana,-14.2644444,-71.3238889,18/06/2015
228,1,Francia,Volcán Tatio,-22.9151489,-68.1929586,24/12/2013
228,2,Francia,Volcán Tatio,-22.9151489,-68.1929586,24/12/2013
228,3,Francia,Volcán Tatio,-22.9151489,-68.1929586,24/12/2013
228,1,Francia,Volcán Lascar,-23.3630556,-67.7313889,29/01/2013
228,2,Francia,Volcán Lascar,-23.3630556,-67.7313889,29/01/2013
228,3,Francia,Volcán Lascar,-23.3630556,-67.7313889,29/01/2013
228,1,Francia,Volcán Pili,-23.281547,-67.618051,23/08/2013
228,2,Francia,Volcán Pili,-23.281547,-67.618051,23/08/2013
228,3,Francia,Volcán Pili,-23.281547,-67.618051,23/08/2013
229,1,Francia,Volcán Lascar,-23.3630556,-67.7313889,14/12/2013
229,2,Francia,Volcán Lascar,-23.3630556,-67.7313889,14/12/2013
229,3,Francia,Volcán Lascar,-23.3630556,-67.7313889,14/12/2013
229,4,Francia,Volcán Lascar,-23.3630556,-67.7313889,14/12/2013
229,5,Francia,Volcán Lascar,-23.3630556,-67.7313889,14/12/2013
229,6,Francia,Volcán Lascar,-23.3630556,-67.7313889,14/12/2013
229,7,Francia,Volcán Lascar,-23.3630556,-67.7313889,14/12/2013
229,8,Francia,Volcán Lascar,-23.3630556,-67.7313889,14/12/2013
229,9,Francia,Volcán Lascar,-23.3630556,-67.7313889,14/12/2013
229,10,Francia,Volcán Lascar,-23.3630556,-67.7313889,14/12/2013
230,1,España,Volcán Guallatiri,-18.4244444,-69.0902778,30/08/2014
230,2,España,Volcán Guallatiri,-18.4244444,-69.0902778,30/08/2014
231,1,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,16/08/2015
231,2,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,16/08/2015
231,3,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,16/08/2015
231,4,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,16/08/2015
231,5,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,16/08/2015
231,6,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,16/08/2015
232,1,Francia,Volcán Guallatiri,-18.4244444,-69.0902778,11/07/2014
232,2,Francia,Volcán Guallatiri,-18.4244444,-69.0902778,11/07/2014
233,1,Suiza,Volcán Tupungato,-36.6236493,-72.0842141,25/12/2013
233,2,Suiza,Volcán Tupungato,-36.6236493,-72.0842141,25/12/2013
234,1,Suiza,Cerro Soquete,-22.388333,-67.968507,01/07/2013
