Expedicion,Andinista,Pais,Cumbre,Latitud,Longitud,Fecha
234,2,Suiza,Cerro Soquete,-22.388333,-67.968507,01/07/2013
234,3,Suiza,Cerro Soquete,-22.388333,-67.968507,01/07/2013
234,4,Suiza,Cerro Soquete,-22.388333,-67.968507,01/07/2013
234,5,Suiza,Cerro Soquete,-22.388333,-67.968507,01/07/2013
234,6,Suiza,Cerro Soquete,-22.388333,-67.968507,01/07/2013
234,7,Suiza,Cerro Soquete,-22.388333,-67.968507,01/07/2013
234,8,Chile,Cerro Soquete,-22.388333,-67.968507,01/07/2013
235,1,Alemania,Volcán Parinacota,-18.1633405,-69.1426512,06/03/2014
235,2,Alemania,Volcán Parinacota,-18.1633405,-69.1426512,06/03/2014
235,3,Alemania,Volcán Parinacota,-18.1633405,-69.1426512,06/03/2014
235,4,Alemania,Volcán Parinacota,-18.1633405,-69.1426512,06/03/2014
235,5,Bolivia,Volcán Parinacota,-18.1633405,-69.1426512,06/03/2014
235,6,Chile,Volcán Parinacota,-18.1633405,-69.1426512,06/03/2014
236,1,Inglaterra,Nevado Ojos del Salado,-27.1091666,-68.5408333,24/04/2015
236,2,Inglaterra,Nevado Ojos del Salado,-27.1091666,-68.5408333,24/04/2015
236,3,Irlanda,Nevado Ojos del Salado,-27.1091666,-68.5408333,24/04/2015
236,4,Irlanda,Nevado Ojos del Salado,-27.1091666,-68.5408333,24/04/2015
236,5,Irlanda,Nevado Ojos del Salado,-27.1091666,-68.5408333,24/04/2015
237,1,USA,Volcán Llullaillaco,-24.7206512,-68.5365522,14/04/2013
237,2,USA,Volcán Llullaillaco,-24.7206512,-68.5365522,14/04/2013
238,1,Francia,Volcán El Toco,-22.939412,-67.775574,17/03/2014
238,2,Francia,Volcán El Toco,-22.939412,-67.775574,17/03/2014
238,3,Francia,Volcán El Toco,-22.939412,-67.775574,17/03/2014
238,4,Francia,Volcán El Toco,-22.939412,-67.775574,17/03/2014
238,5,Francia,Volcán El Toco,-22.939412,-67.775574,17/03/2014
238,6,Francia,Volcán El Toco,-22.939412,-67.775574,17/03/2014
239,1,España,Volcán San José,-33.7833333,-69.9166667,01/11/2013
239,2,España,Volcán San José,-33.7833333,-69.9166667,01/11/2013
240,1,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,30/12/2013
240,2,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,30/12/2013
240,3,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,30/12/2013
240,4,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,30/12/2013
241,1,Alemania,Cerro Soquete,-22.388333,-67.968507,18/07/2013
242,1,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,08/09/2015
242,2,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,08/09/2015
242,3,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,08/09/2015
242,4,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,08/09/2015
242,5,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,08/09/2015
242,6,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,08/09/2015
242,7,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,08/09/2015
242,8,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,08/09/2015
242,9,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,08/09/2015
242,10,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,08/09/2015
242,11,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,08/09/2015
242,12,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,08/09/2015
242,13,Italia,Nevado Ojos del Salado,-27.1091666,-68.5408333,08/09/2015
242,14,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,08/09/2015
242,1,Alemania,Volcán Licancabur,-22.8333333,-67.8833333,21/08/2015
242,2,Alemania,Volcán Licancabur,-22.8333333,-67.8833333,21/08/2015
242,3,Alemania,Volcán Licancabur,-22.8333333,-67.8833333,21/08/2015
242,4,Alemania,Volcán Licancabur,-22.8333333,-67.8833333,21/08/2015
242,5,Alemania,Volcán Licancabur,-22.8333333,-67.8833333,21/08/2015
242,6,Alemania,Volcán Licancabur,-22.8333333,-67.8833333,21/08/2015
242,7,Alemania,Volcán Licancabur,-22.8333333,-67.8833333,21/08/2015
242,8,Suiza,Volcán Licancabur,-22.8333333,-67.8833333,21/08/2015
242,9,Suiza,Volcán Licancabur,-22.8333333,-67.8833333,21/08/2015
242,10,Suiza,Volcán Licancabur,-22.8333333,-67.8833333,21/08/2015
242,11,Suiza,Volcán Licancabur,-22.8333333,-67.8833333,21/08/2015
242,12,Suiza,Volcán Licancabur,-22.8333333,-67.8833333,21/08/2015
242,13,Italia,Volcán Licancabur,-22.8333333,-67.8833333,21/08/2015
242,14,Argentina,Volcán Licancabur,-22.8333333,-67.8833333,21/08/2015
242,1,Alemania,Cerro Soquete,-22.388333,-67.968507,28/01/2015
242,2,Alemania,Cerro Soquete,-22.388333,-67.968507,28/01/2015
242,3,Alemania,Cerro Soquete,-22.388333,-67.968507,28/01/2015
242,4,Alemania,Cerro Soquete,-22.388333,-67.968507,28/01/2015
242,5,Alemania,Cerro Soquete,-22.388333,-67.968507,28/01/2015
242,6,Alemania,Cerro Soquete,-22.388333,-67.968507,28/01/2015
242,7,Alemania,Cerro Soquete,-22.388333,-67.968507,28/01/2015
242,8,Suiza,Cerro Soquete,-22.388333,-67.968507,28/01/2015
242,9,Suiza,Cerro Soquete,-22.388333,-67.968507,28/01/2015
242,10,Suiza,Cerro Soquete,-22.388333,-67.968507,28/01/2015
242,11,Suiza,Cerro Soquete,-22.388333,-67.968507,28/01/2015
242,12,Suiza,Cerro Soquete,-22.388333,-67.968507,28/01/2015
242,13,Italia,Cerro Soquete,-22.388333,-67.968507,28/01/2015
242,14,Argentina,Cerro Soquete,-22.388333,-67.968507,28/01/2015
243,1,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,15/08/2015
243,2,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,15/08/2015
243,3,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,15/08/2015
243,4,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,15/08/2015
243,1,Alemania,Cerro Vicuñas,-27.0214,-68.6189,05/03/2015
243,2,Alemania,Cerro Vicuñas,-27.0214,-68.6189,05/03/2015
243,3,Alemania,Cerro Vicuñas,-27.0214,-68.6189,05/03/2015
243,4,Alemania,Cerro Vicuñas,-27.0214,-68.6189,05/03/2015
243,1,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,20/05/2015
243,2,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,20/05/2015
243,3,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,20/05/2015
243,4,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,20/05/2015
244,1,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,11/09/2014
244,2,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,11/09/2014
244,3,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,11/09/2014
244,4,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,11/09/2014
244,5,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,11/09/2014
244,6,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,11/09/2014
244,7,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,11/09/2014
244,8,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,11/09/2014
244,9,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,11/09/2014
244,10,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,11/09/2014
244,11,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,11/09/2014
244,12,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,11/09/2014
244,13,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,11/09/2014
244,14,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,11/09/2014
244,15,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,11/09/2014
244,16,Chile,Volcán Guallatiri,-18.4244444,-69.0902778,11/09/2014
244,1,Suiza,Volcán Lascar,-23.3630556,-67.7313889,25/01/2014
244,2,Suiza,Volcán Lascar,-23.3630556,-67.7313889,25/01/2014
244,3,Suiza,Volcán Lascar,-23.3630556,-67.7313889,25/01/2014
244,4,Suiza,Volcán Lascar,-23.3630556,-67.7313889,25/01/2014
244,5,Suiza,Volcán Lascar,-23.3630556,-67.7313889,25/01/2014
244,6,Suiza,Volcán Lascar,-23.3630556,-67.7313889,25/01/2014
244,7,Suiza,Volcán Lascar,-23.3630556,-67.7313889,25/01/2014
244,8,Suiza,Volcán Lascar,-23.3630556,-67.7313889,25/01/2014
244,9,Suiza,Volcán Lascar,-23.3630556,-67.7313889,25/01/2014
244,10,Suiza,Volcán Lascar,-23.3630556,-67.7313889,25/01/2014
244,11,Suiza,Volcán Lascar,-23.3630556,-67.7313889,25/01/2014
244,12,Suiza,Volcán Lascar,-23.3630556,-67.7313889,25/01/2014
244,13,Suiza,Volcán Lascar,-23.3630556,-67.7313889,25/01/2014
244,14,Suiza,Volcán Lascar,-23.3630556,-67.7313889,25/01/2014
244,15,Alemania,Volcán Lascar,-23.3630556,-67.7313889,25/01/2014
244,16,Chile,Volcán Lascar,-23.3630556,-67.7313889,25/01/2014
245,1,USA,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,15/06/2014
245,2,USA,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,15/06/2014
245,3,España,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,15/06/2014
245,1,USA,Torres del Paine: Torre Norte,-50.941552,-73.404732,19/11/2014
245,2,USA,Torres del Paine: Torre Norte,-50.941552,-73.404732,19/11/2014
245,3,España,Torres del Paine: Torre Norte,-50.941552,-73.404732,19/11/2014
245,1,USA,Torres del Paine: Valle Bader,-50.941552,-73.404732,14/05/2014
245,2,USA,Torres del Paine: Valle Bader,-50.941552,-73.404732,14/05/2014
245,3,España,Torres del Paine: Valle Bader,-50.941552,-73.404732,14/05/2014
245,1,USA,Torres del Paine: Cuerno Este,-50.941552,-73.404732,15/03/2014
245,2,USA,Torres del Paine: Cuerno Este,-50.941552,-73.404732,15/03/2014
245,3,España,Torres del Paine: Cuerno Este,-50.941552,-73.404732,15/03/2014
246,1,USA,Torres del Paine: Torre Norte,-50.941552,-73.404732,17/04/2013
246,2,USA,Torres del Paine: Torre Norte,-50.941552,-73.404732,17/04/2013
246,3,USA,Torres del Paine: Torre Norte,-50.941552,-73.404732,17/04/2013
247,1,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,17/08/2013
247,2,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,17/08/2013
247,3,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,17/08/2013
247,4,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,17/08/2013
247,5,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,17/08/2013
247,6,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,17/08/2013
247,7,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,17/08/2013
247,8,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,17/08/2013
247,9,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,17/08/2013
247,10,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,17/08/2013
247,11,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,17/08/2013
247,12,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,17/08/2013
247,13,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,17/08/2013
247,14,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,17/08/2013
247,15,Chile,Volcán Guallatiri,-18.4244444,-69.0902778,17/08/2013
247,16,Chile,Volcán Guallatiri,-18.4244444,-69.0902778,17/08/2013
247,1,Suiza,Cerro Soquete,-22.388333,-67.968507,12/09/2013
247,2,Suiza,Cerro Soquete,-22.388333,-67.968507,12/09/2013
247,3,Suiza,Cerro Soquete,-22.388333,-67.968507,12/09/2013
247,4,Suiza,Cerro Soquete,-22.388333,-67.968507,12/09/2013
247,5,Suiza,Cerro Soquete,-22.388333,-67.968507,12/09/2013
247,6,Suiza,Cerro Soquete,-22.388333,-67.968507,12/09/2013
247,7,Suiza,Cerro Soquete,-22.388333,-67.968507,12/09/2013
247,8,Suiza,Cerro Soquete,-22.388333,-67.968507,12/09/2013
247,9,Suiza,Cerro Soquete,-22.388333,-67.968507,12/09/2013
247,10,Suiza,Cerro Soquete,-22.388333,-67.968507,12/09/2013
247,11,Suiza,Cerro Soquete,-22.388333,-67.968507,12/09/2013
247,12,Suiza,Cerro Soquete,-22.388333,-67.968507,12/09/2013
247,13,Suiza,Cerro Soquete,-22.388333,-67.968507,12/09/2013
247,14,Suiza,Cerro Soquete,-22.388333,-67.968507,12/09/2013
247,15,Chile,Cerro Soquete,-22.388333,-67.968507,12/09/2013
247,16,Chile,Cerro Soquete,-22.388333,-67.968507,12/09/2013
247,1,Suiza,Volcán Lascar,-23.3630556,-67.7313889,18/05/2013
247,2,Suiza,Volcán Lascar,-23.3630556,-67.7313889,18/05/2013
247,3,Suiza,Volcán Lascar,-23.3630556,-67.7313889,18/05/2013
247,4,Suiza,Volcán Lascar,-23.3630556,-67.7313889,18/05/2013
247,5,Suiza,Volcán Lascar,-23.3630556,-67.7313889,18/05/2013
247,6,Suiza,Volcán Lascar,-23.3630556,-67.7313889,18/05/2013
247,7,Suiza,Volcán Lascar,-23.3630556,-67.7313889,18/05/2013
247,8,Suiza,Volcán Lascar,-23.3630556,-67.7313889,18/05/2013
247,9,Suiza,Volcán Lascar,-23.3630556,-67.7313889,18/05/2013
247,10,Suiza,Volcán Lascar,-23.3630556,-67.7313889,18/05/2013
247,11,Suiza,Volcán Lascar,-23.3630556,-67.7313889,18/05/2013
247,12,Suiza,Volcán Lascar,-23.3630556,-67.7313889,18/05/2013
247,13,Suiza,Volcán Lascar,-23.3630556,-67.7313889,18/05/2013
247,14,Suiza,Volcán Lascar,-23.3630556,-67.7313889,18/05/2013
247,15,Chile,Volcán Lascar,-23.3630556,-67.7313889,18/05/2013
247,16,Chile,Volcán Lascar,-23.3630556,-67.7313889,18/05/2013
248,1,Alemania,Cerro Rojo,-14.0266667,-76.1161111,10/12/2013
248,2,Alemania,Cerro Rojo,-14.0266667,-76.1161111,10/12/2013
248,3,Alemania,Cerro Rojo,-14.0266667,-76.1161111,10/12/2013
248,4,Alemania,Cerro Rojo,-14.0266667,-76.1161111,10/12/2013
248,5,Alemania,Cerro Rojo,-14.0266667,-76.1161111,10/12/2013
248,6,Alemania,Cerro Rojo,-14.0266667,-76.1161111,10/12/2013
248,7,Alemania,Cerro Rojo,-14.0266667,-76.1161111,10/12/2013
248,8,Alemania,Cerro Rojo,-14.0266667,-76.1161111,10/12/2013
248,9,Alemania,Cerro Rojo,-14.0266667,-76.1161111,10/12/2013
248,10,Alemania,Cerro Rojo,-14.0266667,-76.1161111,10/12/2013
248,11,Chile,Cerro Rojo,-14.0266667,-76.1161111,10/12/2013
248,1,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,05/08/2013
248,2,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,05/08/2013
248,3,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,05/08/2013
248,4,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,05/08/2013
248,5,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,05/08/2013
248,6,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,05/08/2013
248,7,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,05/08/2013
248,8,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,05/08/2013
248,9,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,05/08/2013
248,10,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,05/08/2013
248,11,Chile,Volcán Guallatiri,-18.4244444,-69.0902778,05/08/2013
249,1,Francia,Volcán Aucanquilcha,-21.22,-68.468333,20/01/2015
249,2,Francia,Volcán Aucanquilcha,-21.22,-68.468333,20/01/2015
249,3,Francia,Volcán Aucanquilcha,-21.22,-68.468333,20/01/2015
249,4,Francia,Volcán Aucanquilcha,-21.22,-68.468333,20/01/2015
249,5,Francia,Volcán Aucanquilcha,-21.22,-68.468333,20/01/2015
249,6,Francia,Volcán Aucanquilcha,-21.22,-68.468333,20/01/2015
249,7,Francia,Volcán Aucanquilcha,-21.22,-68.468333,20/01/2015
249,8,Francia,Volcán Aucanquilcha,-21.22,-68.468333,20/01/2015
249,9,Francia,Volcán Aucanquilcha,-21.22,-68.468333,20/01/2015
249,10,Francia,Volcán Aucanquilcha,-21.22,-68.468333,20/01/2015
249,11,Francia,Volcán Aucanquilcha,-21.22,-68.468333,20/01/2015
249,12,Francia,Volcán Aucanquilcha,-21.22,-68.468333,20/01/2015
249,13,Bélgica,Volcán Aucanquilcha,-21.22,-68.468333,20/01/2015
249,1,Francia,Volcán Lascar,-23.3630556,-67.7313889,10/12/2015
249,2,Francia,Volcán Lascar,-23.3630556,-67.7313889,10/12/2015
249,3,Francia,Volcán Lascar,-23.3630556,-67.7313889,10/12/2015
249,4,Francia,Volcán Lascar,-23.3630556,-67.7313889,10/12/2015
249,5,Francia,Volcán Lascar,-23.3630556,-67.7313889,10/12/2015
249,6,Francia,Volcán Lascar,-23.3630556,-67.7313889,10/12/2015
249,7,Francia,Volcán Lascar,-23.3630556,-67.7313889,10/12/2015
249,8,Francia,Volcán Lascar,-23.3630556,-67.7313889,10/12/2015
249,9,Francia,Volcán Lascar,-23.3630556,-67.7313889,10/12/2015
249,10,Francia,Volcán Lascar,-23.3630556,-67.7313889,10/12/2015
249,11,Francia,Volcán Lascar,-23.3630556,-67.7313889,10/12/2015
249,12,Francia,Volcán Lascar,-23.3630556,-67.7313889,10/12/2015
249,13,Bélgica,Volcán Lascar,-23.3630556,-67.7313889,10/12/2015
250,1,Alemania,Cerro El Marmolejo,-33.735,-69.8783333,13/07/2014
250,2,Alemania,Cerro El Marmolejo,-33.735,-69.8783333,13/07/2014
250,3,Alemania,Cerro El Marmolejo,-33.735,-69.8783333,13/07/2014
250,4,Chile,Cerro El Marmolejo,-33.735,-69.8783333,13/07/2014
251,1,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,14/11/2014
251,2,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,14/11/2014
251,1,Alemania,Volcán Parinacota,-18.1633405,-69.1426512,13/09/2014
251,2,Alemania,Volcán Parinacota,-18.1633405,-69.1426512,13/09/2014
252,1,Indonesia,Torres del Paine,-50.941552,-73.404732,10/08/2015
252,2,Rusia,Torres del Paine,-50.941552,-73.404732,10/08/2015
253,1,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,12/10/2015
254,1,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,13/02/2014
255,1,Eslovenia,Torres del Paine: Cerro Máscara,-50.941552,-73.404732,19/08/2013
255,2,Eslovenia,Torres del Paine: Cerro Máscara,-50.941552,-73.404732,19/08/2013
255,1,Eslovenia,Torres del Paine: Torre Central,-50.941552,-73.404732,25/04/2013
255,2,Eslovenia,Torres del Paine: Torre Central,-50.941552,-73.404732,25/04/2013
256,1,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,30/01/2015
256,2,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,30/01/2015
256,3,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,30/01/2015
256,4,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,30/01/2015
256,1,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,04/03/2015
256,2,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,04/03/2015
256,3,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,04/03/2015
256,4,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,04/03/2015
256,1,Alemania,Nevado Tres Cruces,-27.0833333,-68.7666667,13/07/2015
256,2,Alemania,Nevado Tres Cruces,-27.0833333,-68.7666667,13/07/2015
256,3,Alemania,Nevado Tres Cruces,-27.0833333,-68.7666667,13/07/2015
256,4,Alemania,Nevado Tres Cruces,-27.0833333,-68.7666667,13/07/2015
257,1,Hungría,Volcán Guallatiri,-18.4244444,-69.0902778,02/09/2013
257,1,Hungría,Volcán Tarapacá,-33.6665746,-70.7468838,11/05/2013
258,1,España,Nevado Ojos del Salado,-27.1091666,-68.5408333,25/06/2013
259,1,Brasil,Volcán Socompa,-24.3958333,-68.2458333,04/05/2013
259,2,Brasil,Volcán Socompa,-24.3958333,-68.2458333,04/05/2013
259,3,Brasil,Volcán Socompa,-24.3958333,-68.2458333,04/05/2013
259,1,Brasil,Nevado Ojos del Salado,-27.1091666,-68.5408333,25/10/2013
259,2,Brasil,Nevado Ojos del Salado,-27.1091666,-68.5408333,25/10/2013
259,3,Brasil,Nevado Ojos del Salado,-27.1091666,-68.5408333,25/10/2013
259,1,Brasil,Volcán Sierra Nevada,-36.6233758,-72.0832987,22/04/2013
259,2,Brasil,Volcán Sierra Nevada,-36.6233758,-72.0832987,22/04/2013
259,3,Brasil,Volcán Sierra Nevada,-36.6233758,-72.0832987,22/04/2013
259,1,Brasil,Nevado Tres Cruces,-27.0833333,-68.7666667,18/02/2013
259,2,Brasil,Nevado Tres Cruces,-27.0833333,-68.7666667,18/02/2013
259,3,Brasil,Nevado Tres Cruces,-27.0833333,-68.7666667,18/02/2013
259,1,Brasil,Cerro Olivares,-34.6173429,-58.5595981,09/05/2013
259,2,Brasil,Cerro Olivares,-34.6173429,-58.5595981,09/05/2013
259,3,Brasil,Cerro Olivares,-34.6173429,-58.5595981,09/05/2013
259,1,Brasil,Cerro Las Tórtolas,-34.6172666,-58.5591813,18/01/2013
259,2,Brasil,Cerro Las Tórtolas,-34.6172666,-58.5591813,18/01/2013
259,3,Brasil,Cerro Las Tórtolas,-34.6172666,-58.5591813,18/01/2013
260,1,Holanda,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,11/04/2013
260,2,Holanda,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,11/04/2013
260,1,Holanda,Torres del Paine: Valle del Francés,-50.941552,-73.404732,18/05/2013
260,2,Holanda,Torres del Paine: Valle del Francés,-50.941552,-73.404732,18/05/2013
261,1,Holanda,Nevado Ojos del Salado,-27.1091666,-68.5408333,25/05/2015
261,2,Holanda,Nevado Ojos del Salado,-27.1091666,-68.5408333,25/05/2015
262,1,Japón,Nevado Ojos del Salado,-27.1091666,-68.5408333,30/08/2015
262,2,Japón,Nevado Ojos del Salado,-27.1091666,-68.5408333,30/08/2015
262,3,Japón,Nevado Ojos del Salado,-27.1091666,-68.5408333,30/08/2015
262,4,Japón,Nevado Ojos del Salado,-27.1091666,-68.5408333,30/08/2015
262,5,Japón,Nevado Ojos del Salado,-27.1091666,-68.5408333,30/08/2015
263,1,Suiza,Cerro Soquete,-22.388333,-67.968507,26/06/2014
263,2,Suiza,Cerro Soquete,-22.388333,-67.968507,26/06/2014
264,1,Japón,Nevado Ojos del Salado,-27.1091666,-68.5408333,15/06/2015
265,1,Alemania,Volcán Lascar,-23.3630556,-67.7313889,26/09/2014
265,2,Alemania,Volcán Lascar,-23.3630556,-67.7313889,26/09/2014
265,3,Chile,Volcán Lascar,-23.3630556,-67.7313889,26/09/2014
266,1,Francia,Volcán San Francisco,-33.4943868,-70.5772164,03/05/2014
266,2,Francia,Volcán San Francisco,-33.4943868,-70.5772164,03/05/2014
266,3,Inglaterra,Volcán San Francisco,-33.4943868,-70.5772164,03/05/2014
266,4,Italia,Volcán San Francisco,-33.4943868,-70.5772164,03/05/2014
266,1,Francia,Nevado Tres Cruces,-27.0833333,-68.7666667,03/02/2014
266,2,Francia,Nevado Tres Cruces,-27.0833333,-68.7666667,03/02/2014
266,3,Inglaterra,Nevado Tres Cruces,-27.0833333,-68.7666667,03/02/2014
266,4,Italia,Nevado Tres Cruces,-27.0833333,-68.7666667,03/02/2014
267,1,USA,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,22/02/2014
267,2,USA,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,22/02/2014
268,1,Austria,Cerro El Marmolejo,-33.735,-69.8783333,25/07/2014
268,2,Austria,Cerro El Marmolejo,-33.735,-69.8783333,25/07/2014
268,3,Austria,Cerro El Marmolejo,-33.735,-69.8783333,25/07/2014
268,4,Austria,Cerro El Marmolejo,-33.735,-69.8783333,25/07/2014
268,5,Austria,Cerro El Marmolejo,-33.735,-69.8783333,25/07/2014
268,6,Austria,Cerro El Marmolejo,-33.735,-69.8783333,25/07/2014
268,1,Austria,Volcán Tupungato,-36.6236493,-72.0842141,31/07/2014
268,2,Austria,Volcán Tupungato,-36.6236493,-72.0842141,31/07/2014
268,3,Austria,Volcán Tupungato,-36.6236493,-72.0842141,31/07/2014
268,4,Austria,Volcán Tupungato,-36.6236493,-72.0842141,31/07/2014
268,5,Austria,Volcán Tupungato,-36.6236493,-72.0842141,31/07/2014
268,6,Austria,Volcán Tupungato,-36.6236493,-72.0842141,31/07/2014
269,1,Rusia,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,26/09/2015
269,2,Rusia,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,26/09/2015
269,3,Rusia,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,26/09/2015
270,1,República Checa,Nevado Ojos del Salado,-27.1091666,-68.5408333,04/09/2014
270,2,República Checa,Nevado Ojos del Salado,-27.1091666,-68.5408333,04/09/2014
270,1,República Checa,Cerro Mulas Muertas,-26.9472222,-68.5105556,13/12/2014
270,2,República Checa,Cerro Mulas Muertas,-26.9472222,-68.5105556,13/12/2014
270,1,República Checa,Cerro Vicuñas,-27.0214,-68.6189,10/03/2014
270,2,República Checa,Cerro Vicuñas,-27.0214,-68.6189,10/03/2014
271,1,Ecuador,Nevado Ojos del Salado,-27.1091666,-68.5408333,27/04/2015
272,1,Alemania,Volcán Tupungato,-36.6236493,-72.0842141,16/12/2015
273,1,Guatemala,Monte San Valentín,-46.595,-73.3458333,27/11/2015
273,2,Alemania,Monte San Valentín,-46.595,-73.3458333,27/11/2015
273,3,Argentina,Monte San Valentín,-46.595,-73.3458333,27/11/2015
273,4,Inglaterra,Monte San Valentín,-46.595,-73.3458333,27/11/2015
274,1,Rusia,Torres del Paine: Valle del Francés,-50.941552,-73.404732,27/04/2013
274,2,Rusia,Torres del Paine: Valle del Francés,-50.941552,-73.404732,27/04/2013
274,3,Rusia,Torres del Paine: Valle del Francés,-50.941552,-73.404732,27/04/2013
274,1,Rusia,Torres del Paine: Valle del Ascencio,-50.941552,-73.404732,16/06/2013
274,2,Rusia,Torres del Paine: Valle del Ascencio,-50.941552,-73.404732,16/06/2013
274,3,Rusia,Torres del Paine: Valle del Ascencio,-50.941552,-73.404732,16/06/2013
275,1,Austria,Cerro El Marmolejo,-33.735,-69.8783333,14/09/2014
275,1,Austria,Volcán Tupungato,-36.6236493,-72.0842141,27/06/2014
